metric_name,value
ascore_operational,10.043910026550293
latent_entropy,0.9801906943321228
latent_mean_prob,0.5752910375595093
latent_std_prob,0.033874161541461945
loss,0.0046927062794566154
loss_mean,0.0046927062794566154
loss_mi,2.31114096749252e-08
loss_reconstruction,0.004692705813795328
