metric_name,value
ascore_operational,1.701135516166687
latent_entropy,0.23317566514015198
latent_mean_prob,0.5713544487953186
latent_std_prob,0.441590279340744
loss,0.003599591087549925
loss_mean,0.003599591087549925
loss_mi,0.3606376647949219
loss_reconstruction,0.0035994108766317368
