metric_name,value
ascore_operational,1.6993659734725952
latent_entropy,0.28309616446495056
latent_mean_prob,0.5468619465827942
latent_std_prob,0.43194082379341125
loss,0.003597933566197753
loss_mean,0.003597933566197753
loss_mi,0.45852890610694885
loss_reconstruction,0.003597474889829755
