metric_name,value
ascore_operational,10.043910026550293
latent_entropy,0.9952875971794128
latent_mean_prob,0.5337969064712524
latent_std_prob,0.02208957076072693
loss,0.004692710470408201
loss_mean,0.004692710470408201
loss_mi,4.5248885527371385e-08
loss_reconstruction,0.004692705813795328
