metric_name,value
ascore_operational,1.1306771039962769
latent_entropy,0.259422242641449
latent_mean_prob,0.6447826027870178
latent_std_prob,0.4168860614299774
loss,0.0035161692649126053
loss_mean,0.0035161692649126053
loss_mi,0.3991554379463196
loss_reconstruction,0.0035141734406352043
